lng,lat
121.6080796,25.0687771
121.616506,25.070845
121.5877896,25.0686066
121.5596781,25.0909236
121.6088081,25.0695056
121.561964,25.084659
121.613888,25.06734
121.571112,25.0866699
121.5961703,25.0677769
121.5762734,25.0834417
121.5821737,25.0552911
121.5818655,25.0768044
121.575642,25.0754119
121.576537,25.078636
121.5848074,25.0898794
121.5968081,25.0731037
121.565491,25.0849479
121.5847779,25.0611462
121.5889623,25.0681436
121.5780805,25.0582994
121.5939653,25.0894816
121.5977347,25.0826722
121.5955461,25.0801801
121.5842215,25.0594281
121.5564748,25.085668
121.5956712,25.0823146
121.5530155,25.0838033
121.6123089,25.0687342
121.5863808,25.0846928
121.585379,25.061128
121.590899,25.0827665
121.5850705,25.0787902
121.5856787,25.0606066
121.5993797,25.0727428
121.5650833,25.0848313
121.5961332,25.0844102
121.577488,25.08057
121.5650833,25.0848313
121.6085041,25.0670119
121.598386,25.0844959
121.5636006,25.0832916
121.577239,25.0797687
121.5825107,25.0585403
121.5843646,25.0605381
121.612562,25.073009
121.603187,25.068136
121.604739,25.071577
121.5864485,25.0625878
121.6032323,25.0630627
121.612562,25.073009
121.5971947,25.0813623
121.590461,25.067431
121.5899742,25.0689139
121.5661206,25.0826437
121.5994155,25.0737049
121.607373,25.07461
121.5885825,25.0780099
121.5901543,25.0795273
121.5969927,25.0819355
121.596093,25.0827999
121.57922,25.071904
121.5869044,25.0885734
121.5951904,25.0793634
121.5961296,25.07804
121.5781321,25.0768902
121.561752,25.0828004
121.5766282,25.0568834
121.6021514,25.0680296
121.5848941,25.0597948
121.593804,25.085772
121.5828171,25.0769501
121.6057074,25.0882944
121.5761828,25.0808928
121.5910615,25.0593875
121.5983484,25.0696911
121.5992117,25.0797298
121.5996408,25.0673299
121.597935,25.0808278
121.5929779,25.0788997
121.5969625,25.0730562
121.5894928,25.0878601
121.5856857,25.0878849
121.592622,25.0663079
121.592658,25.0663439
121.5857351,25.0606358
121.593355,25.084722
121.5971625,25.064842
121.6121936,25.0709256
121.5836385,25.0603641
121.5643518,25.0872108
121.594943,25.080892
121.5581236,25.0875731
121.5853098,25.0615555
121.6090974,25.0678608
121.5817373,25.0834243
121.5977532,25.0830302
121.6113714,25.0701034
121.5883885,25.0644162
121.6137789,25.069923
121.5662462,25.0857031
121.5662462,25.0857031
121.5563635,25.0857415
121.590586,25.0826419
121.5596466,25.0909443
121.5868199,25.0617514
121.5713125,25.0820024
121.5676498,25.0822163
121.5835153,25.0602315
121.5839725,25.0585563
121.5827299,25.0583179
121.5959368,25.0816649
121.5851806,25.0607007
121.5961118,25.0813888
121.5634621,25.0831439
121.5975487,25.0807792
121.5920589,25.0872419
121.5944265,25.0802205
121.5720127,25.0818348
121.5961475,25.0810869
121.5961924,25.0796929
121.5961703,25.0677769
121.5896969,25.0715954
121.5959247,25.0854187
121.5969159,25.0669477
121.5866855,25.0615862
121.611788,25.069398
121.5968835,25.0818967
121.5884171,25.0814247
121.592725,25.0818419
121.576233,25.0838549
121.5714319,25.0835338
121.5908677,25.0827352
121.6078198,25.0718031
121.586113,25.0757378
121.5859024,25.0744394
121.579116,25.08181
121.5848074,25.0898794
121.5792489,25.0737599
121.5983289,25.0800579
121.5837834,25.0792043
121.5941076,25.0689082
121.5813249,25.0550418
121.5946263,25.0804203
121.5810402,25.0787512
121.6035982,25.0744445
121.5589599,25.0902576
121.5789693,25.077851
121.6197139,25.0696994
121.590793,25.0813693
121.578297,25.081135
121.5883801,25.0588563
121.589368,25.065859
121.611239,25.065704
121.6152513,25.0668148
121.587616,25.068852
121.5765583,25.0575813
121.5811918,25.0792555
121.585219,25.058718
121.558359,25.08837
121.5617895,25.0830045
121.5971947,25.0813623
121.564418,25.084109
121.567893,25.084567
121.5580188,25.0874072
121.6012336,25.0675772
121.5837382,25.0592583
121.5787693,25.0775274
121.5973673,25.0830954
121.5966632,25.0651549
121.5972579,25.0730439
121.5828073,25.0560659
121.61761,25.069071
121.5906879,25.0693643
121.579297,25.0796809
121.576152,25.080413
121.5922165,25.0661151
121.5821314,25.0563283
121.579426,25.081441
121.5931993,25.0927188
121.5777326,25.0749488
121.5880356,25.0579338
121.5960681,25.0813451
121.5948343,25.0831308
0.0541811,0.0541811
121.5606075,25.0909554
121.566822,25.088602
121.5710702,25.0831646
121.6133108,25.0765881
121.5835994,25.0591195
121.6167212,25.0705612
121.6122284,25.0713921
121.5865052,25.0642174
121.5594323,25.0896367
121.561752,25.0828004
121.5783997,25.0834408
121.579417,25.0813817
121.5964643,25.0844236
121.608359,25.069163
121.608491,25.068966
121.5602231,25.091254
121.5848439,25.0564122
121.6121902,25.0679703
121.577356,25.082174
121.594491,25.0833834
121.6203918,25.0750446
121.5867877,25.0619653
121.59538,25.083595
121.6170197,25.0765228
121.5896147,25.0593995
121.5819931,25.0770016
121.614097,25.068235
121.562485,25.084591
121.6027809,25.0687254
121.5627558,25.0856148
121.5870117,25.0878185
121.619341,25.071247
121.5916745,25.0813542
121.6094432,25.067947
0.0256918,0.0256918
121.5956524,25.0788344
121.6135454,25.066669
121.5964557,25.0799679
121.5938526,25.0828043
121.5998786,25.0664018
121.5977052,25.0796156
121.5817925,25.0707957
121.5959859,25.0778949
121.5635563,25.0898243
121.5819439,25.0765129
121.5897217,25.0815617
121.5607147,25.0846939
121.5967712,25.0810471
121.5996359,25.0848779
121.5845987,25.0602802
121.6025786,25.0855736
121.5776978,25.0814056
121.5792581,25.0570471
121.5891037,25.0871353
121.6094432,25.067947
121.5971953,25.0729813
121.6090719,25.0710722
121.577229,25.080229
121.5646879,25.0844404
121.577229,25.080229
121.5904873,25.0691637
121.577838,25.0574099
121.578315,25.080063
121.61531,25.069525
121.6190179,25.0698159
121.591908,25.068089
121.5798656,25.0803323
121.6094843,25.0679881
121.5918198,25.0806808
121.5896845,25.0738215
121.6160965,25.0706081
121.567307,25.085075
121.567028,25.084694
121.5931244,25.0829945
121.57741,25.082155
121.6184163,25.0686516
121.5808976,25.0824214
121.5836498,25.0578201
121.592075,25.0680862
121.5774529,25.0820609
121.5747316,25.0557535
121.563698,25.086562
121.61444,25.068184
121.590844,25.081919
121.5994,25.084493
121.5676498,25.0822163
121.5900493,25.0687196
121.617404,25.069146
121.6161251,25.0741519
121.5961364,25.0843514
121.5927773,25.0785647
121.612492,25.06975
121.608148,25.070167
121.6183858,25.0720528
121.577407,25.081877
121.6080121,25.0716337
121.5922594,25.0682823
121.612727,25.069241
121.5770949,25.0560627
121.5924778,25.0823479
121.5603353,25.0878108
121.593774,25.085374
121.5847489,25.059704
121.5910013,25.0697979
121.5753561,25.0761197
121.60817,25.075352
121.5810202,25.0593282
121.5902907,25.0688896
121.5831506,25.0572867
121.5924778,25.0823479
121.6122911,25.0710609
121.5919859,25.083586
121.5863794,25.0620462
121.576889,25.0838223
121.6092698,25.0722546
121.6222764,25.0773068
121.5963009,25.0639742
121.59807,25.060446
121.59192,25.079616
121.5870117,25.0878185
121.578928,25.079523
121.59031,25.066296
121.573331,25.081986
121.5700709,25.0856799
121.56268,25.0857932
121.6115952,25.0702019
121.5895612,25.0787974
121.5959779,25.0817071
121.5888901,25.0785885
121.5748787,25.0803177
121.5760787,25.0817077
121.5926885,25.0652142
121.6127088,25.0688453
121.590206,25.082807
121.563118,25.0845661
121.583496,25.078839
121.592481,25.081953
121.5844172,25.0599373
121.5991473,25.0878338
121.6017555,25.0829545
121.5858536,25.0682392
121.590108,25.080409
121.5885068,25.0706358
121.5839392,25.0577327
121.592783,25.079402
121.608348,25.069253
121.5716138,25.0803766
121.5862482,25.06714
121.598715,25.072911
121.568676,25.084027
121.6035676,25.0736272
121.5901184,25.0777855
121.5889074,25.0895623
121.6222764,25.0773068
121.599486,25.088861
121.614071,25.0688649
121.570671,25.086575
121.5965972,25.0650889
121.618975,25.068669
121.5928739,25.083444
121.6130749,25.0714464
121.5857163,25.0610524
121.5780973,25.0793411
121.5832097,25.0771878
121.579876,25.073633
121.6182338,25.0726508
121.6127664,25.0689524
121.5780287,25.0778617
121.5904873,25.0691637
121.5778854,25.0546561
121.5820435,25.0766445
121.5971625,25.064842
121.5976999,25.0695038
121.6106999,25.0713208
121.5976212,25.0739168
121.604983,25.0564409
121.6161418,25.051974
121.6121018,25.0608588
121.6128847,25.0335607
121.606436,25.057304
121.587111,25.0411259
121.5842994,25.0470698
121.5931475,25.0485755
121.585022,25.045493
121.5855637,25.0431252
121.589022,25.049098
121.6125412,25.0534134
121.5823898,25.0467987
121.5820891,25.0454301
121.613534,25.0486339
121.6169947,25.0359619
121.5895148,25.0389708
121.61366,25.036193
121.6142106,25.061421
121.5877104,25.0407377
121.6163972,25.0267682
121.589859,25.049985
121.5876675,25.040728
121.6164301,25.038414
121.5816277,25.0515207
121.6064513,25.0577203
121.581198,25.0505452
121.610666,25.055517
121.5865245,25.0439402
121.581055,25.047311
121.595993,25.0580388
121.618553,25.040964
121.613301,25.052604
121.6046203,25.0546333
121.6230726,25.0375883
121.589032,25.046413
121.5817773,25.0499912
121.5835608,25.0463098
121.6060266,25.0561046
121.582306,25.051415
121.6163633,25.0593798
121.5985642,25.0587407
121.5950489,25.0565615
121.612514,25.0610459
121.582603,25.045994
121.612514,25.0610459
121.5974107,25.0554099
121.6160966,25.0375465
121.6114855,25.0610323
121.6168991,25.043029
121.6145897,25.0606813
121.613366,25.0621963
121.6135785,25.0598035
121.5874748,25.0389498
121.584196,25.046945
121.6124768,25.0597368
121.6146369,25.0606509
121.6155302,25.0416601
121.6111733,25.0597052
121.5876675,25.040728
121.5855364,25.0481528
121.614105,25.0623815
121.5954125,25.0566846
121.6164724,25.0626074
121.5890319,25.0405069
121.5874748,25.0389498
121.5835309,25.0462799
121.5893297,25.0491371
121.6148706,25.0610056
121.6159272,25.0614356
121.6151352,25.0519562
121.5969169,25.0570929
121.6123935,25.0470731
121.612972,25.053458
121.594357,25.050454
121.61228,25.060818
121.613449,25.060791
121.6224518,25.0410309
121.6179796,25.0438027
121.5876675,25.040728
121.6133575,25.0526104
121.593335,25.052524
121.5795733,25.050347
121.6224504,25.0420403
121.6173086,25.0540928
121.5949936,25.0504761
121.6217929,25.0408282
121.6057777,25.0561922
121.6170715,25.0614217
121.5804825,25.0479355
121.6165316,25.0595486
121.596939,25.057115
121.614252,25.051073
121.6169128,25.0538673
121.586471,25.044797
121.616261,25.062275
121.6143125,25.0624269
121.588164,25.0425713
121.5856246,25.0529282
121.5991044,25.0572419
121.587805,25.0388561
121.5887375,25.0403481
121.6199237,25.0564449
121.6161998,25.0623347
121.6160983,25.0558153
121.6174293,25.0367134
121.5996284,25.057366
121.6151136,25.0538995
121.6175144,25.0588793
121.5924096,25.0545594
121.5890468,25.0482123
121.611774,25.0602979
121.5836831,25.0462995
121.611774,25.0602979
121.6020897,25.0557612
121.607338,25.0550079
121.6068077,25.0573779
121.6162099,25.0562729
121.6159584,25.0553635
121.6113782,25.0609739
121.602463,25.0570449
121.6219037,25.0380713
121.619998,25.042216
121.6153259,25.0538273
121.6153259,25.0538273
121.6153259,25.0538273
121.6137145,25.053085
121.611774,25.0602979
121.6147686,25.0608602
121.600552,25.0565609
121.5961762,25.0555625
121.6153259,25.0538273
121.6145881,25.060723
121.6142385,25.0609784
121.6168729,25.0430028
121.6057348,25.05627
121.6162142,25.0623492
121.6154689,25.0625008
121.6111391,25.059663
121.5990937,25.0567656
121.608637,25.05915
121.5890722,25.0405472
121.6052263,25.0539486
121.5933537,25.0515463
121.591551,25.053799
121.5967564,25.0569324
121.591551,25.053799
121.616573,25.052131
121.589018,25.049029
121.587595,25.045834
121.6164583,25.0451152
121.5890516,25.0472843
121.5852153,25.0479596
121.58951,25.048755
121.5939727,25.0501192
121.586443,25.049549
121.6165016,25.0621918
121.5954125,25.0566846
121.6164724,25.0626074
121.5832443,25.045702
121.6164166,25.0625515
121.601818,25.057254
121.613774,25.0557137
121.613036,25.0548452
121.601971,25.058006
121.6150635,25.0612898
121.6216965,25.0375309
121.5795733,25.050347
121.589086,25.039642
121.616189,25.0553243
121.616189,25.0553243
121.5969169,25.0570929
121.6154695,25.0625014
121.6153994,25.0620197
121.589246,25.048177
121.615772,25.052957
121.616254,25.0622722
121.5815909,25.0477977
121.6144506,25.0611905
121.6165388,25.0620916
121.611745,25.060834
121.5983682,25.0585442
121.6148441,25.0609791
121.613469,25.052621
121.6223726,25.0420062
121.5842994,25.0470698
121.5827944,25.0523039
121.6223726,25.0420062
121.5848685,25.0524286
121.579543,25.050542
121.6139477,25.0620333
121.611112,25.060173
121.6059608,25.0547148
121.6145867,25.0606783
121.6189313,25.0423124
121.5879288,25.0495434
121.6159698,25.0553749
121.6085717,25.0590847
121.616343,25.0524169
121.6050644,25.0564556
121.6133575,25.0526104
121.6164788,25.062169
121.6179474,25.0609639
121.6118575,25.0601375
121.597011,25.0582831
121.5888272,25.0403022
121.5842994,25.0470698
121.6140366,25.0462875
121.5849198,25.0476688
121.6155508,25.051422
121.6132965,25.0340786
121.6132965,25.0340786
121.5854412,25.0479792
121.5941124,25.0555212
121.581507,25.047372
121.5822601,25.0465546
121.6167412,25.0624314
121.6157303,25.0444643
121.6121018,25.0608588
121.587587,25.041603
121.6133738,25.0602159
121.61185,25.059037
121.5911338,25.0509412
121.596518,25.055565
121.588095,25.03957
121.5938034,25.0442982
121.5973884,25.0553876
121.6150284,25.0469131
121.61615,25.0422799
121.6157303,25.0444643
121.6181596,25.0611761
121.615245,25.0607534
121.620917,25.03997
121.601978,25.056875
121.5850273,25.0477716
121.5884369,25.0501885
121.617558,25.0569631
121.615114,25.0532839
121.6170403,25.0368021
121.6148883,25.0618532
121.582078,25.045955
121.588197,25.048672
121.5970466,25.0561195
121.617464,25.037564
121.6150894,25.0533695
121.6151136,25.0538995
121.6163559,25.0547657
121.5802404,25.0482562
121.606797,25.0561922
121.59401,25.049438
121.605956,25.05471
121.5876031,25.0415931
121.612564,25.0610959
121.6087309,25.0545029
121.5852153,25.0479596
121.590813,25.049061
121.6179362,25.0609527
121.6168991,25.043029
121.589775,25.049967
121.606146,25.057322
121.612656,25.0529806
121.617365,25.043606
121.6117101,25.0605464
121.599609,25.0573466
121.6099661,25.0588147
121.611625,25.0604679
121.6001129,25.0536846
121.5950942,25.0542522
121.6175422,25.0569473
121.615884,25.052278
121.6120434,25.0618875
121.590842,25.054145
121.6133738,25.0602159
121.615241,25.037042
121.6033026,25.0548949
121.6241572,25.0430062
121.61385,25.034737
121.5877104,25.0407377
121.6004203,25.0559507
121.6169128,25.0538673
121.6074305,25.0561845
121.61615,25.0422799
121.587611,25.040829
121.6166615,25.0623517
121.5848,25.046597
121.6147686,25.0608602
121.6156925,25.0627244
121.6185944,25.0421527
121.5890683,25.0389182
121.6228461,25.0353851
121.5925221,25.0491403
121.6145897,25.0606813
121.6155572,25.0489431
121.61704,25.036223
121.5893026,25.0398742
121.590376,25.040115
121.591847,25.057261
121.5894844,25.0423347
121.617937,25.0609535
121.6139297,25.0480995
121.6147698,25.0608614
121.6139297,25.0480995
121.616942,25.051947
121.611802,25.0603339
121.588294,25.041083
121.6129446,25.0533736
121.6197582,25.0419313
121.5891056,25.0501726
121.592862,25.049461
121.5929859,25.0423879
121.588879,25.038477
121.611464,25.0546954
121.6163633,25.0593798
121.5925491,25.0532959
121.5875173,25.0415542
121.6169128,25.0538673
121.587083,25.053234
121.61615,25.0422799
121.5833111,25.0460517
121.615114,25.0532839
121.59466,25.050353
121.5395279,25.0058784
121.574246,24.9883459
121.541624,24.989243
121.5367661,25.0011864
121.609521,25.05961
121.547018,24.996964
121.538008,24.991115
121.567139,24.999585
121.5525158,24.9974102
121.575522,24.9932319
121.575522,24.9932319
121.541874,24.990934
121.575522,24.9932319
121.539152,25.000854
121.5391088,25.0058754
121.560467,24.992598
121.5569497,24.9983007
121.558502,24.9988229
121.5702828,24.9846995
121.6121611,25.0617568
121.550225,25.002009
121.5617519,24.9866479
121.568706,24.985995
121.539688,24.998694
121.539289,24.995787
121.557488,25.002162
121.5693212,24.9918927
121.5838019,24.9867713
121.573127,24.989435
121.555263,25.000062
121.5444336,24.9982376
121.5443834,25.0007634
121.5819145,24.9860162
121.53777,24.995459
121.5407786,25.0013196
121.551571,24.997007
121.5391088,25.0058754
121.5631243,24.9854603
121.547794,25.000905
121.547988,24.991013
121.561286,24.995611
121.541874,24.990934
121.552666,24.98993
121.5735168,24.9913254
121.5413798,24.993438
121.5366197,25.0095118
121.5734839,24.9885475
121.541167,24.9890259
121.5590586,24.9931786
121.5409353,24.9956316
0.0776881,0.0776881
121.5394306,25.0003136
121.56202,24.989173
121.54481,24.9992488
121.566696,24.983094
121.5409353,24.9956316
121.5440991,24.9985379
121.5580878,24.9904062
121.56696,24.990135
121.569802,24.985781
121.5456919,24.9957097
121.553224,24.988355
121.537818,25.0033999
121.5501938,24.9964752
121.555969,25.001102
121.538913,25.002794
121.5473314,24.9968838
121.5599052,24.9931372
121.5554442,24.9997884
121.555391,24.980068
121.5555299,25.0045578
121.5589142,24.9890251
121.542038,25.0047703
121.559565,25.007596
121.538008,24.991115
121.552172,24.988588
121.5627137,24.9809125
121.537888,25.0072903
121.5408897,24.9956851
121.5651228,24.9834048
121.5567706,24.9840116
121.5642035,24.9832378
121.5387653,24.9964221
121.5678874,24.9910624
121.5703379,24.9905974
121.5515998,24.9881635
121.5517736,24.9899916
121.5645154,24.9819845
121.5408897,24.9956851
121.5408897,24.9956851
121.5399928,24.9902551
121.5755031,24.999583
121.5409353,24.9956316
121.5409353,24.9956316
121.5731529,24.9975693
121.5551218,24.9771227
121.554457,24.986423
121.568487,24.987735
121.5378227,25.0112186
121.5703379,24.9905974
121.5767263,25.0040892
121.562392,24.985543
121.569696,24.9877519
121.553967,25.001787
121.5397739,24.9995163
121.5586258,24.9858668
121.5703425,24.9852928
121.571027,24.9873709
121.564979,24.983937
121.5444336,24.9982376
121.5672992,24.9843522
121.54956,24.9962668
121.5616154,24.9869854
121.5777694,24.9919314
121.5407664,24.9914503
121.54174,25.00363
121.5378756,24.9955324
121.5556641,25.0047188
121.554451,25.0002553
121.5425543,24.9902052
121.5599871,24.9912704
121.5518112,24.9974804
121.5378756,24.9955324
121.5384774,24.9963276
121.5434217,24.9986801
121.5823994,24.9881381
121.537077,25.0027829
121.5574518,25.0011486
121.54025,24.992326
121.5558167,25.0009365
121.558926,24.9816389
121.5471768,24.9952962
121.5639728,25.003362
121.570514,24.985889
121.5431938,24.9989414
121.5407786,25.0013196
121.5484219,24.9898557
121.545543,24.995918
121.5587311,25.0069866
121.5465469,24.990593
121.564691,24.985323
121.5503727,25.0017195
121.5397302,24.997387
121.5407664,24.9914503
121.569187,24.985601
121.553134,24.999777
121.558136,24.998009
121.5601959,24.9963989
121.544349,24.99364
121.5619799,24.995425
121.5539408,24.9987384
121.5464012,24.9942881
121.557017,24.988405
121.554451,25.0002553
121.5463015,24.9903034
121.55372,25.001314
121.556135,25.0034919
121.563306,24.9849499
121.5674973,25.0015194
121.587825,24.9763339
121.571092,24.986074
121.5573095,24.9971895
121.5408897,24.9956851
121.546267,25.001171
121.539094,25.0011649
121.536992,25.003634
121.5740204,24.9982522
121.5693212,24.9918927
121.5834144,24.9850651
121.5452191,24.9966319
121.5503727,25.0017195
121.5522995,25.0013523
